TCP,document_id,estc_id,tcp_author,ecco_author,tcp_title,ecco_title,tcp_year,ecco_year,tcp_pages,ecco_pages,tcp_volume_number,tcp_total_volumes,ecco_volume_number,ecco_total_volumes,author_score,title_score,year_score,pages_score,match_score,volume_match_found,correct
K013825.000,302201400,N023890,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,The Spanish descent. A poem. By the author of The true-born Englishman,The spanish descent. A poem. By the author of The true-born Englishman.,1703,1703,15,15,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K014189.000,1119501000,N024813,"Hill, Aaron, 1685-1750.",Aaron Hill,"The walking statue: or, the devil in the wine-cellar. A comedy, as it was acted at the Theater Royal in Drury Lane.","The walking statue: or, the devil in the wine-cellar. A comedy, as it was acted at the Theatre Royal in Drury-Lane.",1709,1709,24,24,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K015012.000,1213302100,N026855,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"The case of Mr. Law, truly stated: In answer to a pamphlet, entitled, A letter to Mr. Law.","The case of Mr. Law, truly stated. In answer to a pamphlet, entitul'd, A letter to Mr. Law.",1721,1721,39,39,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K015532.000,405900100,N028466,"Addison, Joseph, 1672-1719.",Joseph Addison,"The drummer; or, the haunted house: A comedy. As it is acted at the Theater Royal in Drury Lane, by His Majesty's servants.","The drummer; or, the haunted house. A comedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants.",1715,1715,66,66,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K015686.000,881100500,N029027,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Sir Henry Dudley, 1st Baronet","Cursory remarks on Mr. Gilbert's last bill: for the better relief, and employment of the poor, &c. and his considerations thereon: in a letter to that gentleman. By H. Bate Dudley, ...","Cursory remarks on Mr. Gilbert's last bill, for the better relief, and employment of the poor, &c. and his considerations thereon: in a letter to that gentleman. By H. Bate Dudley, Clerk, one of his Majesty's justices of the peace for the county of essex.",1788,1788,29,29,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K016151.000,1269802300,N031470,"Hill, Aaron, 1685-1750.",Aaron Hill,"The fatal extravagance. A tragedy: As it is acted at the Theater, in Lincoln's-Inn-Fields. Written by Mr. Joseph Mitchell.","The fatal extravagance. A tragedy. As it is acted at the Theatre, in Lincoln's-Inn-Fields. Written by Mr. Joseph Mitchell.",1721,1721,43,43,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K016442.000,229000600,T013772,"Gay, John, 1685-1732.",John Gay,The beggar's opera: As it is acted at the Theater Royal in Lincolns-Inn-Fields. Written by Mr. Gay.,The beggar's opera. As it is acted at the Theatre-Royal in Lincoln's-Inn-Fields. Written by Mr. Gay.,1728,1728,72,72,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K016912.000,554500200,N035246,"Burke, Edmund, 1729-1797.",Edmund Burke,"Mr. Burke's speech, in Westminster Hall, on the 18th and 19th of February, 1788: with explanatory notes. ... With a preface, ...","Mr. Burke's speech, in Westminster-Hall, on the 18th and 19th of February, 1788, with explanatory notes. This Speech contains what Mr. Burke, in his Letter to the Chairman of the East India Company, Calls ``those strong facts which the Managers for the commons have opened as offences, and which go seriously to affect Mr. Shore's Administration, as acting Chief of the Revenue Board.'' With a preface, containing, Mr. Burke's letter to the Chairman, on Sir John Shore's appointment to the Government of Bengal, and remarks upon that letter.",1792,1792,102,102,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K017098.000,586600900,T048067,"Burke, Edmund, 1729-1797.",Edmund Burke,A short account of a late short administration,A short account of a late short administration.,1766,1766,5,5,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K017897.000,553302900,N046039,"Murray, James, 1732-1782.",James Murray,"An alarm without cause: or, the administration of peace supported by the sword of the spirit; ... Delivered in the High-bridge Meeting, Newcastle, by the Revd J. Murray.","An alarm without cause: or, the administration of peace supported by the sword of the spirit; AN Evening Lecture. Delivered in the High-Bridge Meeting, Newcastle, by the Revd J. Murray.",1780,1780,29,29,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K019244.000,1293500800,N063224,"Addison, Joseph, 1672-1719.",Joseph Addison,"The Tatler: By the Right Honorable Joseph Addison, Esquire;.","The tatler. By the Right Honourable Joseph Addison, Esq;",1754,1754,263,263,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020308.000,851800500,T000792,"Brown, John, 1715-1766.",John Brown,Athelstan: A tragedy. As it is acted at the Theater Royal in Drury Lane.,Athelstan. A tragedy. As it is acted at the Theatre Royal in Drury-Lane.,1756,1756,90,90,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020310.000,778900800,T000794,"Brown, John, 1715-1766.",John Brown,Barbarossa: A tragedy. As it is performed at the Theater Royal in Drury Lane.,Barbarossa. A tragedy. As it is perform'd at the Theatre-Royal in Drury-Lane.,1755,1755,79,79,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020441.000,699500600,T000949,"Reed, Joseph, 1723-1787.; Fielding, Henry, 1707-1754.",Henry Fielding,"Tom Jones, a comic opera: as it is performed at the Theater Royal in Covent Garden. By Joseph Reed.","Tom Jones, a comic opera: as it is performed at the Theatre-Royal in Covent-Garden. By Joseph Reed.",1769,1769,69,69,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020463.000,776000500,T000975,"Glover, Richard, 1712-1785.",Richard Glover,Medea. A tragedy,Medea. A tragedy.,1761,1761,102,102,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020914.000,801700100,T001560,"Brown, John, 1715-1766.",John Brown,"An additional dialogue of the dead, between Pericles and Aristides: being a sequel to the dialogue between Pericles and Cosmo","An additional dialogue of the dead, between Pericles and Aristides: Being a Sequel to the Dialogue between Pericles and Cosmo.",1760,1760,46,46,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020978.000,783200300,T001728,"Gay, John, 1685-1732.",John Gay,Achilles: An opera. As it is performed at the Theater Royal in Covent Garden. Written by the late Mr. Gay. With the music prefixed to each song.,Achilles. An opera. As it is perform'd at the Theatre-Royal in Covent-Garden. Written by the late Mr. Gay. With the musick prefix'd to each song.,1733,1733,77,77,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K020997.000,346500500,T001748,"Hayley, William, 1745-1820.",William Hayley,"An essay on painting: in two epistles to Mr. Romney. By William Hayley, Esquire.","An essay on painting: in two epistles to Mr. Romney. By William Hayley, Esq.",1781,1781,98,98,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K021515.000,332300900,T002455,"Hoole, John, 1727-1803.",John Hoole,Timanthes: a tragedy. As it is performed at the Theater Royal in Covent Garden. By John Hoole.,Timanthes: a tragedy. As it is performed at the Theatre Royal in Covent-Garden. By John Hoole.,1770,1770,76,76,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K022115.001,208300801,T004002,"Hume, David, 1711-1776.",David Hume,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ...,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ... . of the understanding.,1739,1739,488,488,1,3,1,3,50,100,100,100,82.5,TRUE,Y
K022115.002,208300802,T004002,"Hume, David, 1711-1776.",David Hume,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ...,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ... . of the understanding.,1739,1739,331,331,2,3,2,3,50,100,100,100,82.5,TRUE,Y
K022115.003,208400103,T004002,"Hume, David, 1711-1776.",David Hume,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ...,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ... . of the understanding.,1739,1739,317,317,3,3,3,3,50,100,100,100,82.5,TRUE,Y
K022117.000,375001000,T004004,"Hume, David, 1711-1776.",David Hume,"Essays, moral and political","Essays, moral and political.",1741,1741,187,187,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K022120.000,421601400,T004007,"Hume, David, 1711-1776.",David Hume,Political discourses: By David Hume Esquire.,Political discourses. By David Hume Esq.,1752,1752,305,305,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K022123.000,352600600,T004010,"Hume, David, 1711-1776.",David Hume,"An enquiry concerning the principles of morals: By David Hume, Esquire;.","An enquiry concerning the principles of morals. By David Hume, Esq;",1751,1751,256,256,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K022124.000,113100700,T004011,"Hume, David, 1711-1776.",David Hume,"Four dissertations. I. The natural history of religion. II. Of the passions. III. Of tragedy. IV. Of the standard of taste. By David Hume, esquire","Four dissertations. I. The natural history of religion. II. Of the passions. III. Of tragedy. IV. Of the standard of taste. By David Hume, Esq.",1757,1757,248,248,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K022270.000,998000200,T004224,"Burke, Edmund, 1729-1797.",Edmund Burke,"A vindication of natural society: or, a view of the miseries and evils arising to mankind from every species of artificial society. In a letter to Lord **** By a late noble writer.","A vindication of natural society: or, a view of the miseries and evils arising to mankind from every species of artificial society. In a letter to Lord **** By a late noble writer.",1756,1756,110,110,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K022860.000,635300100,T005337,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,An enquiry into the danger and consequences of a war with the Dutch,An enquiry into the danger and consequences of a war with the Dutch.,1712,1712,39,39,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K023394.000,612001000,T006174,"Hoare, Prince, 1755-1834.",Prince Hoare,"Love's victims: the hermit's story. By the author of The prize, No song no supper, &c","Love's victims: The Hermit's story. By the Author of the prize, no song no supper, &c.",1793,1793,45,45,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K023486.000,135602100,T006332,"Blair, Hugh, 1718-1800.",Hugh Blair,"The importance of religious knowledge to the happiness of mankind. A sermon preached before the Society for propagating Christian Knowledge: at their anniversary meeting in the High Church of Edinburgh, on Monday, January 1. 1750. ... By Hugh Blair ... To which is subjoined a short account of the present state of the society","The importance of religious knowledge to the happiness of mankind. A sermon preached before The Society for propagating Christian Knowledge: At their Anniversary Meeting in The High Church of Edinburgh, on Monday, January 1. 1750. And published at their Desire. By Hugh Blair A. M. One of the Ministers of Canongate. To which is subjoin'd A short Account of the Present State of the Society.",1750,1750,50,50,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K023749.000,185702600,T006727,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"The vision, a poem: Being an answer to the Lord Beilhaven's speech. By a person of quality.","The vision, a poem. Being an answer to the Lord Beilhaven's speech. By a person of quality.",1706,1706,4,4,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K023953.000,682000400,T007639,"Falconer, William, 1744-1824.",William Falconer,"Observations on some of the articles of diet and regimen usually recommended to valetudinarians. By William Falconer, M.D. F.R.S","Observations on some of the articles of diet and regimen usually recommended to valetudinarians. By William Falconer, M.D. F.R.S.",1778,1778,65,65,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K024870.000,101801800,T010157,"Francis, Philip, 1708?-1773.",Philip Francis,"A letter from the Cocoa Tree, to the country gentlemen","A letter from the Cocoa Tree, to the country gentlemen.",1762,1762,15,15,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K025325.000,1304501600,T185828,"Kelly, Hugh, 1739-1777.",Hugh Kelly,False delicacy: a comedy; as it is performed at the Theater Royal in Drury Lane. By His Majesty's servants. By Hugh Kelly.,False delicacy: A comedy; as it is performed at the Theatre-Royal in Drury-Lane. By His Majesty's servants. By Hugh Kelly.,1768,1768,95,95,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K025595.000,521200500,T011347,"Buchan, William, 1729-1805.",William Buchan,"A letter to the patentee, concerning the medical properties of the fleecy hosiery: By William Buchan,...","A letter to the patentee, concerning the medical properties of the fleecy hosiery. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",1790,1790,19,19,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K026311.000,1128000100,T012618,"Gilpin, William, 1724-1804.",William Gilpin,"An explanation of the duties of religion, for the use of Boldre School, in New Forest. N.B. The small paper prefixed, which is the groundwork of this explanation, is distributed in little books among the children of the parish,","An explanation of the duties of religion, for the use of Boldre School, in New Forest. N. B. The small Paper prefixed, which is the ground-work of this Explanation, is distributed in little books among the Children of the Parish, before they come to School.",1798,1798,39,39,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K027143.000,633600200,T014025,"Gilpin, William, 1724-1804.",William Gilpin,"Two sermons: The first, on comparing spiritual things with spiritual, preached at the primary visitation of the Lord Bishop of Winchester, at Southampton, July 15, 1788; ... the second, on the simplicity of the Gospel, preached ... September 13, 1780; ... By William Gilpin, ...","Two sermons. The first, on comparing spiritual things with spiritual, preached at the primary visitation of the Lord Bishop of Winchester, at Southampton, July 15, 1788; and printed At the Request of the Bishop, and Clergy: the second, on the simplicity of the Gospel, preached likewise At Southampton, at the Visitation of the Chancellor of the Diocese, September 13, 1780; and now printed at his request; By William Gilpin M. A. prebendary of Salisbury; and Vicar of Boldre, in New-Forest, near Lymington.",1788,1788,55,55,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K027367.000,226400600,T014323,"Congreve, William, 1670-1729.",William Congreve,"The mourning bride. A tragedy: As it is acted at the Theater in Lincoln's-Inn-Fields, by His Majesty's servants. Written by Mr. Congreve.","The mourning bride. A tragedy. As it is acted at the Theatre in Lincoln's-Inn-Fields, by His Majesty's servants. Written by Mr. Congreve.",1703,1703,78,78,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K027505.000,154101700,T014538,"Congreve, William, 1670-1729.",William Congreve,The tears of Amaryllis for Amyntas. A pastoral: Lamenting the death of the late Lord Marquis of Blanford. ... By Mr. Congreve.,"The tears of Amaryllis for Amyntas. A Pastoral. Lamenting the death of the late Lord Marquis of Blanford. Inscrib'd to the Right Honourable the Lord Godolphin, Lord High-Treasurer of England. By Mr. Congreve.",1703,1703,10,10,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K029293.000,916600300,T121712,"Reynolds, Frederick, 1764-1841.",Frederick Reynolds,"Management: a comedy, in five acts. As performed at the Theater Royal, Covent Garden. By Frederick Reynolds.","Management: a comedy, in five acts. As performed at the Theatre-Royal, Covent-Garden. By Frederick Reynolds.",1799,1799,87,87,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K029296.000,584101200,T018521,"Reynolds, Frederick, 1764-1841.",Frederick Reynolds,"The rage: a comedy: As it is performed at the Theater Royal, Covent Garden. By Frederick Reynolds.","The rage: A comedy. As it is performed at the Theatre-Royal, Covent-Garden. By Frederick Reynolds.",1795,1795,97,97,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K029542.000,616900400,T018894,"Cradock, Joseph, 1742-1826.",Joseph Cradock,An account of some of the most romantic parts of North Wales,An account of some of the most romantic parts of North Wales.,1777,1777,154,154,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K030147.000,54701500,T020759,"Hoare, Prince, 1755-1834.",Prince Hoare,"Lock and key: a musical entertainment, in two acts, as performed at the Theater Royal, Covent Garden. By Prince Hoare, Esquire. ... Correctly taken from the prompt-book.","Lock and key: a musical entertainment, in two acts, as performed at the Theatre Royal, Covent-Garden. By Prince Hoare, Esq. Author of my grandmother-no song no supper-the prize, &c. Correctly taken from the prompt-book.",1796,1796,46,46,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K030565.001,244800201,T021449,"Burke, Edmund, 1729-1797.",Edmund Burke,"The beauties of the late Right Hon. Edmund Burke, selected from the writings, &c. of that extraordinary man, ... To which is prefixed, a sketch of the life, with some original anecdotes of Mr. Burke. In two volumes.","The beauties of the late Right Hon. Edmund Burke, selected from the writings, &c. of that extraordinary man, alphabetically arranged. Including the following celebrated Political Characters, drawn by himself: Antoinette, late Queen of France Comte D'Artois Paul Benfield, Esq; M. Brissot Richard Burke, Esq; Late Earl of Chatham M. Condurcet Right Hon. Henry Dundas Hon. C. J. Fox George III. Lord Grenville Late Mr. Grenville Warren Hastings, Esq; Late Lord Keppel Sir Hercules Langrishe Louis XVI. Louis XVIII. Lord North Right Honourable William Pitt Marquis of Rockingham Charles Townsend Esq; John Wilkes, Esq; &c. &c. To which is prefixed, a sketch of the life, with some original anecdotes of Mr. Burke. In two volumes. Vol. I.",1798,1798,316,316,1,2,1,2,50,100,100,100,82.5,TRUE,Y
K030565.002,244800202,T021449,"Burke, Edmund, 1729-1797.",Edmund Burke,"The beauties of the late Right Hon. Edmund Burke, selected from the writings, &c. of that extraordinary man, ... To which is prefixed, a sketch of the life, with some original anecdotes of Mr. Burke. In two volumes.","The beauties of the late Right Hon. Edmund Burke, selected from the writings, &c. of that extraordinary man, alphabetically arranged. Including the following celebrated Political Characters, drawn by himself: Antoinette, late Queen of France Comte D'Artois Paul Benfield, Esq; M. Brissot Richard Burke, Esq; Late Earl of Chatham M. Condurcet Right Hon. Henry Dundas Hon. C. J. Fox George III. Lord Grenville Late Mr. Grenville Warren Hastings, Esq; Late Lord Keppel Sir Hercules Langrishe Louis XVI. Louis XVIII. Lord North Right Honourable William Pitt Marquis of Rockingham Charles Townsend Esq; John Wilkes, Esq; &c. &c. To which is prefixed, a sketch of the life, with some original anecdotes of Mr. Burke. In two volumes. Vol. I.",1798,1798,337,337,2,2,2,2,50,100,100,100,82.5,TRUE,Y
K031299.000,152602400,T022929,"Glover, Richard, 1712-1785.",Richard Glover,Boadicia: A tragedy. As it is acted at the Theater Royal in Drury Lane. By Mr. Glover.,Boadicia. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane. By Mr. Glover.,1753,1753,72,72,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K032335.000,48100700,T016481,"Addison, Joseph, 1672-1719.",Joseph Addison,"Cato: A tragedy. As it is acted at the Theater Royal in Drury Lane, by Her Majesty's servants. By Mr. Addison.","Cato. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. By Mr. Addison.",1713,1713,70,70,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K033177.000,835400700,T028325,"Jephson, Robert, 1736-1803.",Robert Jephson,"Songs, chorusses, &c. in The campaign; or, love in the East Indies. A comic opera. As performed at the Theater Royal, in Covent Garden. Written by Captain Jephson; Campaign","Songs, chorusses, &c. in The campaign; or, love in the East-Indies. A Comic Opera. As Performed at the Theatre-Royal, in Covent-Garden. Written by Captain Jephson.",1785,1785,25,25,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K033182.000,832500700,T028330,"Jephson, Robert, 1736-1803.",Robert Jephson,"Conspiracy, a tragedy. By R. Jephson, Esquire","Conspiracy, a tragedy. By R. Jephson, Esq.",1796,1796,93,93,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K033853.000,660301000,T020787,"Jephson, Robert, 1736-1803.",Robert Jephson,"Braganza: A tragedy. Performed at the Theater Royal in Drury Lane. Written by Robert Jephson, Esquire.","Braganza. A tragedy. Performed at the Theatre Royal in Drury-Lane. Written by Robert Jephson, Esq.",1775,1775,83,83,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K033911.000,47503000,T029686,"Lillo, George, 1693-1739.",George Lillo,Britannia and Batavia: a masque. Written on the marriage of the Princess Royal with his Highness the Prince of Orange. By the late Mr. Lillo.,Britannia and Batavia: a masque. Written on the marriage of the Princess Royal with his Highness the Prince of Orange. By the late Mr. Lillo.,1740,1740,14,14,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K034471.000,163901500,T030840,"Hoole, John, 1727-1803.",John Hoole,"Cleonice, Princess of Bithynia: a tragedy. As it is performed at the Theater Royal in Covent Garden. By John Hoole.","Cleonice, Princess of Bithynia: a tragedy. As it is performed at the Theatre Royal in Covent-Garden. By John Hoole.",1775,1775,56,56,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K035015.000,628600200,T031626,"Francis, Philip, 1708?-1773.",Philip Francis,"Constantine: a tragedy. As it is acted at the Theater Royal, in Covent Garden.","Constantine: a tragedy. As it is acted at the Theatre-Royal, in Covent-Garden.",1754,1754,78,78,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K035681.000,58302900,T032706,"Cobb, James, 1756-1818.",James Cobb,"English readings; a comic piece, in one act. Inscribed to George Colman, Esquire","English readings; a comic piece, in one act. Inscribed to George Colman, Esq.",1787,1787,27,27,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K035868.000,301802000,T032970,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"A dialogue between a dissenter and the Observator, concerning The shortest way with the dissenters","A dialogue between a dissenter and the Observator, concerning The Shortest Way with the Dissenters.",1703,1703,29,29,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K035873.000,557101200,T032977,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,The dissenters answer to the high-church challenge,The dissenters answer to the high-church challenge.,1704,1704,55,55,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K035879.000,1150302200,T032986,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,An enquiry into occasional conformity: Showing that the dissenters are no way concerned in it. By the author of the preface to Mr. How.,An enquiry into occasional conformity. Shewing that the dissenters are no way concern'd in it. By the author of the preface to Mr. Howe.,1702,1702,30,30,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K036062.000,107300800,T033340,"Brown, John, 1715-1766.",John Brown,An essay on satire: occasioned by the death of Mr. Pope.,An essay on satire: occasion'd by the death of Mr. Pope.,1745,1745,31,31,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K036206.000,152602500,T033535,"Francis, Philip, 1708?-1773.",Philip Francis,"Eugenia: a tragedy. As it is acted at the Theater Royal, in Drury Lane. By His Majesty's servants","Eugenia: a tragedy. As it is Acted at the Theatre-Royal, in Drury-Lane. By His Majesty's Servants.",1752,1752,79,79,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K036706.000,1205900200,T034498,"Brown, John, 1715-1766.",John Brown,The cure of Saul: A sacred ode. Written by Dr. Brown.,The cure of Saul. A sacred ode. Written by Dr. Brown.,1763,1763,24,24,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K036746.000,99800300,N003174,"Hoole, John, 1727-1803.",John Hoole,Cyrus: a tragedy. As it is performed at the Theater Royal in Covent Garden. By John Hoole.,Cyrus: a tragedy. As it is performed at the Theatre Royal in Covent-Garden. By John Hoole.,1768,1768,86,86,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K036801.000,237100300,T034655,"Hawkins, John, Sir, 1719-1789.",John Hawkins,"A dissertation on the armorial ensigns of the County of Middlesex, and of the Abbey and City of Westminster. By Sir John Hawkins, Knt.","A dissertation on the armorial ensigns of the County of Middlesex, and of the Abbey and City of Westminster. By Sir John Hawkins, Knt. Chairman of the Quarter and General Sessions of the Peace, and of Oyer and Terminer for the same County.",1780,1780,10,10,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K037240.000,670002500,T035353,"Hill, Aaron, 1685-1750.",Aaron Hill,"The fanciad. An heroic poem. In six cantos. To His Grace the Duke of Marlborough, on the turn of his genius to arms","The fanciad. An heroic poem. In six cantos. To His Grace the Duke of Marlborough, on the turn of His Genius to Arms.",1743,1743,69,69,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K037372.000,1182701600,T035551,"Cobb, James, 1756-1818.",James Cobb,The first floor; a farce: In two acts. As it is now acting at the Theater Royal in Drury Lane.,The first floor; a farce. In two acts. As it is now acting at the Theatre Royal in Drury Lane.,1787,1787,60,60,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K038498.000,1182800900,T037490,"Popple, William, 1701-1764.",William Popple,"The lady's revenge: or, the rover reclaimed. A comedy. As it is acted at the Theater Royal in Covent Garden","The lady's revenge: or, The Rover Reclaim'd. A Comedy. As it is Acted at the Theatre Royal in Covent-Garden.",1734,1734,85,85,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K038591.000,246501300,T037696,"Garnett, Thomas, 1766-1802.",Thomas Garnett,"A lecture on the preservation of health: By T. Garnett, ...","A lecture on the preservation of health. By T. Garnett, M. D.",1797,1797,78,78,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K038710.000,41502200,T037899,"Burke, Edmund, 1729-1797.",Edmund Burke,"A letter from Mr. Burke, to a member of the National Assembly: in answer to some objections to his book on French affairs.","A letter from Mr. Burke, to a member of the National Assembly; in answer to some objections to his book on French affairs.",1791,1791,77,77,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K038746.000,1067701101,T037950,"Burke, Edmund, 1729-1797.",Edmund Burke,"A letter from the Right Hon. Edmund Burke, M.P. in the kingdom of Great Britain, to Sir Hercules Langrishe: Bart. M.P. on the subject of Roman Catholics of Ireland, and the propriety of admitting them to the elective franchise, consistently with the principles of the constitution as established at the Revolution.","A letter from the Right Hon. Edmund Burke, M. P. in the Kingdom of Great Britain, to Sir Hercules Langrishe, Bart. M.P. on the subject of Roman Catholics of Ireland, and the propriety of admitting them to the elective franchise, consistently with the principles of the constitution as established at the Revolution.",1792,1792,87,87,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K038748.000,512201600,T037954,"Burke, Edmund, 1729-1797.",Edmund Burke,"A letter from the Right Hon. Edmund Burke to His Grace the Duke of Portland, on the conduct of the minority in Parliament, containing fifty-four articles of impeachment against the Right Hon. C. J. Fox. From the original copy, in the possession of the noble Duke","A letter from the Right Hon. Edmund Burke to His Grace the Duke of Portland, on the conduct of the minority in Parliament, containing Fifty-Four Articles of Impeachment against the Right Hon. C. J. Fox. From the original copy, in the possession of the noble Duke.",1797,1797,66,66,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K038763.000,61804000,T037975,"Burke, Edmund, 1729-1797.",Edmund Burke,"A letter from the Rt. Honorable Edmund Burke to His Grace the Duke of Portland: on the conduct of the minority in Parliament. Containing fifty-four articles of impeachment against the Rt. Hon. C. J. Fox. From the original copy, in the possession of the noble duke.","A letter from the Rt. Honourable Edmund Burke to His Grace the Duke of Portland, on the conduct of the minority in Parliament. Containing fifty-four articles of impeachment against the Rt. Hon. C. J. Fox. From the original copy, in the possession of the noble duke.",1797,1797,98,98,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K039111.000,610500300,T038490,"Cradock, Joseph, 1742-1826.",Joseph Cradock,"Letters from Snowdon: descriptive of a tour through the northern counties of Wales: Containing the antiquities, history, and state of the country: ...","Letters from Snowdon: descriptive of a tour through the Northern Counties of Wales. Containing the antiquities, history, and state of the country: with the manners and customs of the inhabitants.",1770,1770,158,158,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K039235.000,524500700,T038657,"Cobb, James, 1756-1818.",James Cobb,"Love in the East; or, adventures of twelve hours: a comic opera, in three acts. Written by the author of The strangers at home. As performed at the Theater Royal, Drury Lane.","Love in the East; or, Adventures of Twelve Hours: a comic opera, in three acts. Written by the author of The strangers at home. As performed at the Theatre-Royal, Drury-Lane.",1788,1788,87,87,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K039442.000,54300500,T038978,"Lillo, George, 1693-1739.",George Lillo,Marina: a play of three acts. As it is acted at the Theater Royal in Convent-Garden. Taken from Pericles Prince of Tire. By Mr. Lillo,Marina: a play of three acts. As it is Acted at the Theatre Royal in Covent-Garden. Taken from Pericles Prince of Tyre. By Mr. Lillo.,1738,1738,59,59,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K039838.000,331500900,T039611,"Hayley, William, 1745-1820.",William Hayley,"The national advocates, a poem. Affectionately inscribed to the Honorable Thomas Erskine, and Vicary Gibbs, Esquire","The national advocates, a poem. Affectionately inscribed to the Honourable Thomas Erskine, and Vicary Gibbs, Esquire.",1795,1795,34,34,1,1,1,1,50,100,100,100,82.5,TRUE,Y
