PassageID,Title,Author,Total termFreq,Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0871000100_000003,"Præ-Existence. A poem, in imitation of Milton.",Abel Evans,14,1740,1,1,"London : printed for Thomas Osborne, in Gray's Inn, M.DCC.XL. [1740].",London,19,male,1679,1737,False
0479000300_000007,"Poems, by George Dyer.",George Dyer,13,1800,1,1,"London : printed for J. Johnson; G. G. and J. Robinsons, Longman and Rees, and Symonds; Debrett; Ridgeway; Bagster; and Flower, Cambridge. 1800. T. Bensley, printer, [1800].",London,68,male,1755,1841,False
0364800600_000012,"An introduction to the classics: containing, a short discourse on their excellencies; and directions how to study them to advantage. With an essay on the nature and use of those emphatical and beautiful figures which give strength and ornament to writing. By Anthony Blackwall, M.A.",Anthony Blackwall,10,1728,1,1,"London : printed for Charles Rivington, at the Bible and Crown in St Paul's Church-Yard; and William Cantrell, bookseller in Derby, M.DCC.XXVIII. [1728].",London,287,male,1672,1730,False
0587200107_000023,The spectator. ...,,14,1797,7,8,"London : printed by H. Baldwin; for Messrs. Longman, Dodsley, Law, Robson, Johnson, Nichols, Dilly, Robinson, Sewell, Baldwin, Faulder, Rivington, Otridge and Son, T. Payne, B. and J. White, Macqueen, Hookham and Carpenter, W. Lowndes, Wynn, Kay, Newbery, J. Edwards, Vernor and Hood, Anderson, Pote, Cadell and Davies, Murray and Highley, and Lee and Hurst, 1797.",London,483,unknown,,,False
0790800102_000082,"Recreations in agriculture, natural-history, arts, and miscellaneous literature. By James Anderson, LLD.",James Anderson,13,1800,2,6,"London [England] : printed by T. Bensley, Bolt Court, Fleet Street; and sold by James Wallis, no. 46, Paternoster Row; and R. H. Evans (successor to Mr. Edwards), no. 26, Pall Mall, 1799-1802.",London,497,male,1739,1808,False
1312000300_000031,"King Asa: A poem in six books. Founded on I Kings, Ch. xv. Ver 11 to 14. and 2 Chron. Ch.xiv. By T. May.","May, Thomas, of Henley",12,1790,1,1,"Henley : Printed by G. Norton, for the author; and sold by C. Dilly, Poultry Scatcherd and Co. Ave Maria-Lane; T. Hookham, New Bond-Street; Champante and Whitrow, Jury-Street, Aldgate; Darton and Co. Grace Church-Street, stuart, Princes-Street, Leieuster-fields, London; J. Fletcher, Oxford; S. Hazard, Bath; and W. Brown, Tolrey, Bristol (Entered at Stationers' Hall.), [1790?].",Henley-on-Thames,218,unknown,,,False
0647000202_000019,"The minstrel: in two books. With some other poems. By James Beattie, LL.D. To which are now added, miscellanies. By James Hay Beattie, A.M. With an account of his life and character. In two volumes. ...",James Hay Beattie,11,1799,2,2,"London : printed by T. Gillet, for C. Dilly; and sold by A. Brown, Aberdeen, 1799.",London,202,male,1768,1790,False
0373400800_000008,Poems by Anne Bannerman.,Anne Bannerman,12,1800,1,1,"Edinburgh : printed by Mundell & Son, Royal Bank Close; for Mundell & Son Edinburgh; and Longman & Rees, and J. Wright, London, 1800.",Edinburgh,111,female,1765,1829,False
0415900400_000049,"The seasons. By James Thomson. To which is prefixed, An Account of the Life and Writings of The Author: Together with An Ode on his Death.",James Thomson,12,1772,1,1,"Edinburgh : printed by William Auld, M,DCC,LXXII. [1772].",Edinburgh,247,male,1700,1748,True
1158600400_000023,"A new version of the Psalms of David, Fitted to the Tunes used in Churches. By N. Brady, D. D. Chaplain in Ordinary and N. Tate, Esq; Poet-Laureat To His Majesty.",,11,1771,1,1,"London : printed by Richard Hett, for the Company of Stationers. M.DCC.LXXI. And are to be Sold at Stationers-Hall, near Ludgate Street, and by most Booksellers, [1771].",London,238,unknown,,,False
0422300101_000020,"The works of the Right Honourable Edmund Burke, collected in three volumes. ...",Edmund Burke,16,1792,1,3,"London : printed for J. Dodsley, 1792.",London,572,male,1729,1797,True
1046700100_000020,A philosophical enquiry into the origin of our ideas of the sublime and beautiful. With an introductory discourse concerning taste; and several other additions.,Edmund Burke,16,1793,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.XCIII. [1793].",London,359,male,1729,1797,True
0633100405_000019,Anecdotes of polite literature. In five volumes. ...,,12,1764,5,5,"London : printed for G. Burnet, at Bishop Burnet's Head, in the Strand, MDCCLXIV. [1764].",London,284,unknown,,,False
0478701000_000038,"The Bruciad, an epic poem, in six books.","Harvey, John",17,1769,1,1,"London : printed for J. Dodsley; and J. Murray (Successor to Mr. Sandby); T. and J. Merril, at Cambridge; and A. Kincaid and J. Bell, at Edinburgh, 1769.",London,246,male,1702,1729,False
0823800101_000024,"An history of the earth, and animated nature: by Oliver Goldsmith. In eight volumes. ...",Oliver Goldsmith,22,1774,1,8,"London : printed for J. Nourse, 1774.",London,424,male,1728,1774,True
0100801500_000004,"Critical and poetical works, by J. Penn, Esq.",John Penn,12,1797,1,1,"London : printed for Elmsly, Strand; Faulder, Bond-Street; Sewell, Cornhill; and Owen and White, Piccadilly, 1797.",London,271,male,1760,1834,False
0964501300_000072,"The seasons. In four books. With Britannia, and liberty. By James Thomson. To which are added the following Pieces, I. Ode on St. Cecilia's Day, by Mr. Pope, II. Alexander's Feast, or the Power of Musick, by Mr. Dryden. III. Ode on Solitude, by Mr. Pope. IV. The dying Christian to his Soul, an Ode, by the same. V. The Universal Prayer, by the same. VI. Elegy, to the Memory of an unfortunate Lady, by the same. Vii. Veni Creator Spiritus, translated in Paraphrase, by Mr. Dryden. To which is prefixed, The life and literary character of Mr. Thomson, with a Criticism on some Part of his Works, pointing out their Excellencies. Illustrated with a new set of designs.",James Thomson,16,1771,1,1,"Dublin : printed by John Exshaw, in Dame-Street, M.DCC.LXXI. [1771].",Dublin,358,male,1700,1748,True
0393600207_000015,The miscellaneous works of Oliver Goldsmith. Volume fifth. Containing volume. Second of the citizen of the world.,Oliver Goldsmith,13,1792,7,7,"Perth : printed by R. Morison, junior, for R. Morison and Son, Booksellers, Perth; N. R. Cheyne, Edinburgh; and W. Coke, Leith, M,DCC,CXII. [1792].",Perth,280,male,1728,1774,True
0108000401_000003,"The poems of Mr. Gray. To which are added memoirs of his life and writings, by W. Mason, M.A. In four volumes. ...",William Mason,12,1778,1,4,"York : printed by A. Ward; and sold by J. Dodsley, Pall-Mall; T. Cadell, in the Strand, London; and J. Todd, York, MDCCLXXVIII. [1778].",York,170,male,1725,1797,True
1075800100_000046,"Letters concerning the present state of England. Particularly respecting the politics, arts, manners, and literature of the times.",,16,1772,1,1,"London : printed for J. Almon, opposite Burlington-House, in Piccadilly, MDCCLXXII. [1772].",London,401,unknown,,,False
0730800900_000279,"Elegant extracts: or useful and entertaining passages in prose selected for the improvement of scholars at classical & other schools in the art of speaking, in reading, thinking, composing; and in the conduct of life.",,14,1789,1,1,"London : printed for Charles Dilly, [1789?].",London,883,unknown,,,False
