solr_vol_id,original_filename,chunk_id,score
1609,K071418.000.txt,K071418.000.00001.txt,23.98440323583504
1921,K093660.002.txt,K093660.002.00025.txt,23.478717268022905
1921,K093660.002.txt,K093660.002.00062.txt,23.257998423564516
2137,K107483.002.txt,K107483.002.00195.txt,29.47282943826284
2137,K107483.002.txt,K107483.002.00193.txt,28.346643079737447
1809,K086741.000.txt,K086741.000.00103.txt,29.21296441285392
1809,K086741.000.txt,K086741.000.00068.txt,28.099553958152246
1524,K065082.003.txt,K065082.003.00183.txt,39.620904786828135
1524,K065082.003.txt,K065082.003.00198.txt,33.468945548251824
1389,K059833.000.txt,K059833.000.00062.txt,22.77261890478585
1389,K059833.000.txt,K059833.000.00081.txt,22.31571194767661
765,K036183.000.txt,K036183.000.00042.txt,31.276220487009113
765,K036183.000.txt,K036183.000.00049.txt,23.9451594360979
174,K008295.001.txt,K008295.001.00003.txt,28.076871700720805
174,K008295.001.txt,K008295.001.00033.txt,23.9848112728395
1285,K055619.002.txt,K055619.002.00526.txt,35.663571048990455
1285,K055619.002.txt,K055619.002.00124.txt,28.494970813284784
1022,K045312.002.txt,K045312.002.00020.txt,30.846891820639453
1022,K045312.002.txt,K045312.002.00001.txt,25.740586291554166
1517,K064766.000.txt,K064766.000.00055.txt,27.33893588281216
1517,K064766.000.txt,K064766.000.00011.txt,22.030794758876237
987,K043880.000.txt,K043880.000.00136.txt,34.030120519301
987,K043880.000.txt,K043880.000.00076.txt,30.594116324644812
