PassageID,Title,Author,Total termFreq,Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0346301201_000049,A series of genuine letters between Henry and Frances.,Elizabeth Griffith,45,1770,1,4,"London : [s.n.], Printed in the Year MDCCLXX. [1770].",London,286,female,1720,1793,True
0108701400_000026,"A discourse, proving, that the faith and practice of true Christians, are no just matter of shame or reproach. Being eight sermons preached at the cathedral church of St. Paul, in the year 1709, at the lecture founded by the Honourable Robert Boyle, Esq;. By Lilly Butler , D. D. Minister of St. Mary Aldermanbury.","Butler, Lilly",53,1711,1,1,"London : printed for Brabazon Aylmer, at the Three Pigeons against the Royal Exchange in Cornhill, 1711.",London,217,female,,,False
1073100102_000010,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By Lady Mary Walker. ...",Mary Walker,43,1777,2,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster-Row, MDCCLXXVII. [1777].",London,222,female,1736,,False
0516000102_000018,Edward and Sophia. A novel. In two volumes. By a lady. ...,Lady,37,1787,2,2,"[London] : Printed for William Lane Leadenhall-Street, 1787.",London,276,female,,,False
0343200201_000023,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,41,1787,1,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,160,female,1746,1830,True
0617501500_000074,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,46,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,True
1118001101_000002,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,39,1799,1,2,"London : printed by A. Strahan, Printers Street, for T. Cadell jun. and W. Davies, Strand, 1799.",London,323,female,1745,1833,True
0343200202_000001,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,35,1787,2,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,151,female,1746,1830,True
0510800900_000048,"A compendious system of astronomy, in a course of familiar lectures, In which the Principles of that Science are clearly elucidated, so as to be intelligible to those who have not studied the Mathematics: also trigonometrical and celestial problems, with a key to the ephemeris, and a vocabulary of the terms of science Used In The Lectures, Which latter are explained agreeably to their Application in them. By Margaret Bryan.","Bryan, Margaret           1815",44,1799,1,1,"London : printed, by H.L. Galabin, Ingram-Court, Fenchurch-Street, for J. Wallis, NO. 46, and Wynne and Scholey, NO. 45, Paternoster-Row, 1799.",London,466,female,,,False
0488700101_000028,Strictures on the modern system of female education. ... By Hannah More. In two volumes. ...,Hannah More,44,1799,1,2,"London : printed for T. Cadell Jun. and W. Davies, 1799.",London,295,female,1745,1833,True
0617501500_000003,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,48,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,True
0271300600_000014,"A packet for youth, or evidences of Christianity drawn from the mind. By a lady.","M. P., Lady",41,1799,1,1,"Hanley : printed and sold by Mort; also by Knott, Lombard Street, Chapman, Fleet Street, Heptinstall, Holborn, London, ---- Chester, Newcastle, ---- Jones, Birmingham, ---- Pritchard, Derby, ---- Smith, Sheffield, Boden, Manchester ; and may be had of all Booksellers, [1799].",Hanley,122,female,,,False
